,low_time,high_time,ch2,std_ch3,ch3,std_ch2
0,-0.0133984,-0.0133944,0.7874062968515743,0.05981171523506376,21.236081959020492,0.02668228514070402
1,-0.0133944,-0.0133904,0.8371689155422287,0.059626439972784946,21.238780609695155,0.014894410135126648
2,-0.0133904,-0.0133864,0.8130809595202398,0.059522336527787455,21.244677661169415,0.018768069753676307
3,-0.0133864,-0.0133824,0.7653798100949526,0.05985740176224808,21.24467766116942,0.020506844519913803
4,-0.0133824,-0.0133784,0.7150924537731134,0.05958904742243903,21.253223388305848,0.019785826948247247
5,-0.0133784,-0.0133744,0.6760119940029985,0.05957873099862351,21.255622188905548,0.01656163808540578
6,-0.0133744,-0.0133704,0.6569590204897553,0.06115987030016063,21.260519740129936,0.01396371439983217
7,-0.0133704,-0.0133664,0.6662418790604698,0.06028903396300147,21.259820089955024,0.015845171670492125
8,-0.0133664,-0.0133624,0.7288730634682659,0.06039802181760839,21.26196901549225,0.03098373571828405
9,-0.0133624,-0.0133584,0.8412668665667167,0.05980394421882197,21.268015992004,0.040407384803111006
10,-0.0133584,-0.0133544,0.9573963018490753,0.05956153298811311,21.26906546726637,0.026767842018303248
11,-0.0133544,-0.0133504,0.9754997501249374,0.06198410268373064,21.2768115942029,0.017421254975963456
12,-0.0133504,-0.0133464,0.9231759120439781,0.06221599139455557,21.27846076961519,0.022881128457317376
13,-0.0133464,-0.0133424,0.8575837081459269,0.06070080482289285,21.28515742128936,0.023984810077271396
14,-0.0133424,-0.0133384,0.8026361819090455,0.0630914394758309,21.286606696651674,0.01917640660329488
15,-0.0133384,-0.0133344,0.7607196401799102,0.06331939140055222,21.288355822088956,0.016640518593795846
16,-0.0133344,-0.0133304,0.738055972013993,0.0632575627129262,21.29570214892554,0.014845668242528417
17,-0.0133304,-0.0133264,0.7670789605197402,0.06336306148868882,21.300349825087455,0.02723234771588636
18,-0.0133264,-0.0133224,0.8954522738630685,0.06254821228915892,21.298350824587708,0.049949302758666825
19,-0.0133224,-0.0133184,1.085882058970515,0.06341544954015363,21.304297851074466,0.06271928796597201
20,-0.0133184,-0.0133144,1.2431409295352323,0.06219080440003963,21.310594702648675,0.025077223309918715
21,-0.0133144,-0.0133104,1.2215892053973012,0.06138253898262901,21.311494252873565,0.026313934776431496
22,-0.0133104,-0.0133064,1.1461019490254873,0.06217404759144278,21.314292853573214,0.02740524769454565
23,-0.0133064,-0.0133024,1.0609320339830086,0.060205420467538365,21.325787106446775,0.029792924970718247
